start_date,chlor_a
08/01/2002,4.849457299999999
09/01/2002,3.36201905
10/01/2002,1.8330984
11/01/2002,2.8634588499999998
12/01/2002,3.3559545
01/01/2003,5.276555500000001
02/01/2003,4.6087903
03/01/2003,3.05044685
04/01/2003,3.3691921000000002
05/01/2003,2.7359474
06/01/2003,6.94397045
07/01/2003,7.04431965
08/01/2003,5.1775
09/01/2003,3.7794039
10/01/2003,1.98692365
11/01/2003,1.54433135
12/01/2003,6.54225085
01/01/2004,3.4540515
02/01/2004,3.3215561
03/01/2004,1.84327785
04/01/2004,1.68788755
05/01/2004,12.616403
06/01/2004,12.611631
07/01/2004,7.3697213
08/01/2004,3.6907786
09/01/2004,1.98512085
10/01/2004,5.016109
11/01/2004,3.83849455
12/01/2004,1.9319905
01/01/2005,4.99082475
02/01/2005,5.16995285
03/01/2005,3.75636635
04/01/2005,3.44824625
05/01/2005,5.603513
06/01/2005,15.0549105
07/01/2005,30.981049
08/01/2005,10.007340500000002
09/01/2005,3.2142638000000003
10/01/2005,2.03418405
11/01/2005,3.95370185
12/01/2005,13.7532915
01/01/2006,6.8141605
02/01/2006,4.99165395
03/01/2006,2.7480529000000002
04/01/2006,2.42298855
05/01/2006,3.67060305
06/01/2006,5.07264
07/01/2006,7.0879213
08/01/2006,9.491171999999999
09/01/2006,2.51724805
10/01/2006,1.80613175
11/01/2006,4.1736064
12/01/2006,2.0543618
01/01/2007,8.6294685
02/01/2007,2.32223965
03/01/2007,2.9589575999999997
04/01/2007,2.5881326
05/01/2007,5.643649099999999
06/01/2007,5.69774325
07/01/2007,6.08666475
08/01/2007,5.6123157
09/01/2007,5.99218535
10/01/2007,2.82432795
11/01/2007,3.47014105
12/01/2007,4.5956595
01/01/2008,6.19065905
02/01/2008,3.1539025499999997
03/01/2008,3.4900005
04/01/2008,2.1011941
05/01/2008,3.4639205
06/01/2008,5.594016399999999
07/01/2008,5.6164105
08/01/2008,2.76935965
09/01/2008,4.16099495
10/01/2008,4.22187425
11/01/2008,4.64577825
12/01/2008,4.61496425
01/01/2009,3.60105555
02/01/2009,3.0341466
03/01/2009,3.5052175500000002
04/01/2009,4.483447
05/01/2009,2.5778673
06/01/2009,7.87687965
07/01/2009,13.87631375
08/01/2009,6.051911199999999
09/01/2009,2.8498108
10/01/2009,2.1869370999999997
11/01/2009,2.679369
12/01/2009,3.62153685
01/01/2010,4.71202975
02/01/2010,6.3868506
03/01/2010,7.5069152
04/01/2010,3.7162859499999996
05/01/2010,3.2739238999999998
06/01/2010,5.72477415
07/01/2010,14.123439000000001
08/01/2010,14.1927805
09/01/2010,3.7587278
10/01/2010,4.67090065
11/01/2010,2.3246998000000003
12/01/2010,3.67436165
01/01/2011,7.1451664
02/01/2011,5.48215105
03/01/2011,2.0415294
04/01/2011,2.79122365
05/01/2011,2.38600835
06/01/2011,4.7073515
07/01/2011,5.5702739999999995
08/01/2011,5.87782515
09/01/2011,10.0946015
10/01/2011,2.0036541000000003
11/01/2011,2.4517686999999997
12/01/2011,2.77490675
01/01/2012,5.4558122000000004
02/01/2012,9.0130455
03/01/2012,3.98519135
04/01/2012,1.85202935
05/01/2012,12.552603000000001
06/01/2012,18.491864999999997
07/01/2012,39.8534395
08/01/2012,15.2674965
09/01/2012,5.1497706999999995
10/01/2012,1.6391984000000002
11/01/2012,2.640511
12/01/2012,3.5759902
01/01/2013,3.7958350000000003
02/01/2013,8.4928735
03/01/2013,2.83581985
04/01/2013,2.9502755499999997
05/01/2013,4.533073
06/01/2013,7.271751849999999
07/01/2013,16.81516
08/01/2013,13.144878
09/01/2013,2.1370318
10/01/2013,2.5896238
11/01/2013,2.9263842999999996
12/01/2013,7.71966645
01/01/2014,4.9360937
02/01/2014,3.876609
03/01/2014,7.06255245
04/01/2014,3.58697015
05/01/2014,3.6597986999999996
06/01/2014,12.871652749999999
07/01/2014,15.320506
08/01/2014,7.87838185
09/01/2014,3.8597027500000003
10/01/2014,2.88548515
11/01/2014,2.318527
12/01/2014,4.43665
01/01/2015,10.2704825
02/01/2015,10.645208
03/01/2015,6.8079815
04/01/2015,2.94617705
05/01/2015,3.8555067999999997
06/01/2015,5.3837744999999995
07/01/2015,11.86966325
08/01/2015,6.7743237
09/01/2015,3.44709015
10/01/2015,2.9622201
11/01/2015,3.2954103999999997
12/01/2015,2.6289648000000003
01/01/2016,7.409244
02/01/2016,7.5060258
03/01/2016,9.48922
04/01/2016,2.69278035
05/01/2016,4.449593699999999
06/01/2016,5.3567243
07/01/2016,11.953528500000001
08/01/2016,6.608066
09/01/2016,3.8388786
10/01/2016,3.22810355
11/01/2016,2.3650154
12/01/2016,3.7931585500000002
01/01/2017,5.60707335
02/01/2017,4.53306815
03/01/2017,5.72944785
04/01/2017,2.7783837499999997
05/01/2017,3.81316115
06/01/2017,10.992929499999999
07/01/2017,11.178577
08/01/2017,14.58691975
09/01/2017,4.331329500000001
10/01/2017,3.51820585
11/01/2017,2.76170325
12/01/2017,6.87426685
01/01/2018,7.37429435
02/01/2018,4.2452742
03/01/2018,3.1743410499999998
04/01/2018,2.9091036
05/01/2018,3.9440266499999996
06/01/2018,4.1755556
07/01/2018,4.99663565
08/01/2018,4.98972175
09/01/2018,2.71592415
10/01/2018,3.7207897
11/01/2018,3.4997648000000003
12/01/2018,5.1292944
01/01/2019,8.230376
02/01/2019,7.99635615
03/01/2019,5.5032558
04/01/2019,3.58533335
05/01/2019,5.5685737
06/01/2019,12.389147
07/01/2019,14.239097999999998
08/01/2019,17.451204500000003
09/01/2019,4.59969185
10/01/2019,1.90955015
11/01/2019,2.6053784
12/01/2019,3.4817302999999997
01/01/2020,7.09001035
02/01/2020,4.8506703
03/01/2020,4.631455
04/01/2020,3.98627165
05/01/2020,4.5730425
06/01/2020,6.263855449999999
07/01/2020,4.55851245
08/01/2020,4.220182250000001
09/01/2020,5.2618252000000005
10/01/2020,2.31921685
11/01/2020,2.3679358500000003
12/01/2020,4.141175499999999
01/01/2021,4.7434125
02/01/2021,3.71573435
03/01/2021,4.0595865
04/01/2021,2.25999735
05/01/2021,4.36402635
06/01/2021,7.44143375
07/01/2021,5.4635180000000005
08/01/2021,5.1608468
09/01/2021,3.17949225
10/01/2021,3.0420295
11/01/2021,3.2728697
12/01/2021,8.01652625
01/01/2022,11.07426325
02/01/2022,4.82785565
03/01/2022,6.6980708
04/01/2022,3.8375243
05/01/2022,11.5089845
06/01/2022,16.02262
07/01/2022,12.277564
08/01/2022,5.53491185
09/01/2022,4.3671486999999996
10/01/2022,3.8618071
11/01/2022,1.8318671499999999
12/01/2022,2.6813844500000004
01/01/2023,5.854144
02/01/2023,13.416743
03/01/2023,2.61632635
04/01/2023,3.2502338
05/01/2023,5.2466221
06/01/2023,5.725992
07/01/2023,13.603884749999999
08/01/2023,6.57854135
09/01/2023,4.43040885
10/01/2023,2.8752489
11/01/2023,2.3635136
12/01/2023,3.31650635
02/01/2024,3.0391988000000003
03/01/2024,7.542228
04/01/2024,5.1304663
05/01/2024,7.28829015
06/01/2024,12.237103000000001
07/01/2024,13.3996025
08/01/2024,8.14916275
