start_date,chlor_a
08/01/2002,11.140445
09/01/2002,10.137920000000001
10/01/2002,9.0852345
11/01/2002,7.60836135
12/01/2002,
02/01/2003,
03/01/2003,10.96557
04/01/2003,7.8933786
05/01/2003,8.383212499999999
06/01/2003,9.16150925
07/01/2003,10.074351
08/01/2003,13.2733875
09/01/2003,10.9271615
10/01/2003,5.92034
11/01/2003,3.5228143
12/01/2003,
01/01/2004,
02/01/2004,7.1863275
03/01/2004,6.36069
04/01/2004,5.29709985
05/01/2004,8.522466
06/01/2004,11.9930325
07/01/2004,12.412401
08/01/2004,13.017271000000001
09/01/2004,11.3761945
10/01/2004,9.516373000000002
11/01/2004,7.60845685
12/01/2004,
01/01/2005,
03/01/2005,8.7843635
04/01/2005,7.9167305
05/01/2005,9.698362
06/01/2005,10.843482999999999
07/01/2005,12.130478499999999
08/01/2005,15.4584625
09/01/2005,15.334921
10/01/2005,12.2705485
11/01/2005,9.158864
12/01/2005,
01/01/2006,
03/01/2006,9.1380485
04/01/2006,7.7648589999999995
05/01/2006,8.94765425
06/01/2006,10.373128999999999
07/01/2006,10.743566
08/01/2006,11.2211835
09/01/2006,11.687673
10/01/2006,10.92519675
11/01/2006,7.82358075
12/01/2006,
01/01/2007,8.728842499999999
02/01/2007,7.2328507
03/01/2007,8.968301499999999
04/01/2007,8.356963499999999
05/01/2007,11.2547185
06/01/2007,12.788599999999999
07/01/2007,19.080179
08/01/2007,18.484170499999998
09/01/2007,14.920806500000001
10/01/2007,9.7859075
11/01/2007,4.3715513
12/01/2007,
03/01/2008,8.566320000000001
04/01/2008,4.92020795
05/01/2008,7.1427286500000005
06/01/2008,9.776742500000001
07/01/2008,18.085867999999998
08/01/2008,19.004898
09/01/2008,10.595461
10/01/2008,7.939717849999999
11/01/2008,6.17556905
12/01/2008,3.5160857500000002
02/01/2009,0.20704319
03/01/2009,11.809941
04/01/2009,7.2868628
05/01/2009,8.644271
06/01/2009,9.9273075
07/01/2009,12.2024945
08/01/2009,22.9179505
09/01/2009,21.814003999999997
10/01/2009,16.350602000000002
11/01/2009,10.787735
01/01/2010,
03/01/2010,7.7279902499999995
04/01/2010,7.27600145
05/01/2010,6.55170155
06/01/2010,8.958186000000001
07/01/2010,10.053396
08/01/2010,15.1390405
09/01/2010,12.460541
10/01/2010,7.4770908
11/01/2010,10.241218
12/01/2010,5.3694534
01/01/2011,6.64711365
02/01/2011,8.9125385
03/01/2011,10.8469085
04/01/2011,9.3047915
05/01/2011,7.132062299999999
06/01/2011,8.8224895
07/01/2011,11.2814585
08/01/2011,17.096366500000002
09/01/2011,15.4160805
10/01/2011,13.887936
11/01/2011,8.276388
12/01/2011,7.6899467
01/01/2012,
02/01/2012,
03/01/2012,
04/01/2012,12.632546000000001
05/01/2012,7.85382715
06/01/2012,10.383487500000001
07/01/2012,11.798598
08/01/2012,16.6833885
09/01/2012,30.0497685
10/01/2012,11.267256249999999
11/01/2012,7.6986178
12/01/2012,5.09177035
02/01/2013,
03/01/2013,10.7250725
04/01/2013,9.349423999999999
05/01/2013,9.2096975
06/01/2013,11.501958
07/01/2013,13.423743
08/01/2013,38.376125
09/01/2013,46.046166
10/01/2013,20.4204965
11/01/2013,15.5040905
12/01/2013,
01/01/2014,
02/01/2014,
03/01/2014,7.9566324
04/01/2014,6.03903465
05/01/2014,8.1682345
06/01/2014,11.224205
07/01/2014,11.620334
08/01/2014,11.317772000000001
09/01/2014,12.816061
10/01/2014,12.049178999999999
11/01/2014,8.9687245
12/01/2014,
01/01/2015,6.71587705
02/01/2015,5.43679545
03/01/2015,5.8246362000000005
04/01/2015,5.64897895
05/01/2015,9.6377435
06/01/2015,9.6553765
07/01/2015,17.287934
08/01/2015,23.206812499999998
09/01/2015,27.5117515
10/01/2015,24.4742995
11/01/2015,7.71187415
12/01/2015,6.750453
01/01/2016,
02/01/2016,7.2218542
03/01/2016,6.31026185
04/01/2016,7.5577465
05/01/2016,7.917316
06/01/2016,9.071697499999999
07/01/2016,12.2587765
08/01/2016,15.083761500000001
09/01/2016,15.461598500000001
10/01/2016,14.7711895
11/01/2016,7.74309895
12/01/2016,
01/01/2017,
02/01/2017,
03/01/2017,4.9557199999999995
04/01/2017,6.8120382
05/01/2017,9.875884
06/01/2017,10.5045715
07/01/2017,11.736224
08/01/2017,13.5152955
09/01/2017,16.768031999999998
10/01/2017,12.305632
11/01/2017,7.79608155
12/01/2017,
01/01/2018,
02/01/2018,
03/01/2018,9.001808
04/01/2018,9.400573000000001
05/01/2018,9.546668
06/01/2018,8.7699395
07/01/2018,10.121815
08/01/2018,12.302754499999999
09/01/2018,8.23464675
10/01/2018,11.887149999999998
11/01/2018,4.9661016
01/01/2019,
02/01/2019,5.5030994
03/01/2019,5.92676735
04/01/2019,7.174466499999999
05/01/2019,9.7820565
06/01/2019,9.2451025
07/01/2019,13.190118
08/01/2019,17.134929999999997
09/01/2019,17.8402805
10/01/2019,17.4758055
11/01/2019,12.15251875
12/01/2019,
01/01/2020,4.537065
02/01/2020,6.993961
03/01/2020,
04/01/2020,8.01833
05/01/2020,7.6493032
06/01/2020,8.07746
07/01/2020,9.580706
08/01/2020,8.51151925
09/01/2020,48.509302
10/01/2020,8.2338785
11/01/2020,
01/01/2021,
02/01/2021,
03/01/2021,5.7213626
04/01/2021,
05/01/2021,10.091555
06/01/2021,7.675742
07/01/2021,10.13045775
08/01/2021,11.025822999999999
09/01/2021,14.6414185
10/01/2021,8.368238
11/01/2021,7.33378735
12/01/2021,
01/01/2022,
02/01/2022,6.02418865
03/01/2022,
04/01/2022,
05/01/2022,7.4213886
06/01/2022,7.45040665
07/01/2022,10.7707555
08/01/2022,11.6967225
09/01/2022,13.215909499999999
10/01/2022,13.120588
11/01/2022,6.4519
12/01/2022,
02/01/2023,
03/01/2023,6.414705
04/01/2023,9.41308025
05/01/2023,
06/01/2023,10.231968
07/01/2023,11.55873
08/01/2023,13.894457
09/01/2023,14.640729499999999
10/01/2023,18.8043125
11/01/2023,13.744299999999999
12/01/2023,
02/01/2024,6.420424
03/01/2024,7.54676295
04/01/2024,5.47228975
05/01/2024,8.059400499999999
06/01/2024,9.45593475
07/01/2024,10.818011
08/01/2024,13.929120000000001
