start_date,chlor_a
08/01/2002,4.390860549999999
09/01/2002,2.77168525
10/01/2002,1.1158613000000002
11/01/2002,2.1287945500000003
12/01/2002,3.1209219
01/01/2003,0.67530545
02/01/2003,0.55481392
03/01/2003,0.36531308
04/01/2003,0.455829685
05/01/2003,1.1681539
06/01/2003,0.81007905
07/01/2003,1.3621333500000001
08/01/2003,1.27564425
09/01/2003,1.1259252499999999
10/01/2003,1.0047111499999999
11/01/2003,0.5100389999999999
12/01/2003,0.427911205
01/01/2004,0.35296375
02/01/2004,0.5089156699999999
03/01/2004,0.44938619999999996
04/01/2004,0.55125129
05/01/2004,1.27839665
06/01/2004,1.5404939999999998
07/01/2004,1.35417625
08/01/2004,1.97784575
09/01/2004,1.2581365
10/01/2004,1.46171915
11/01/2004,0.9081647100000001
12/01/2004,0.908259895
01/01/2005,0.68942225
02/01/2005,0.58951298
03/01/2005,0.43765395500000004
04/01/2005,0.47882716
05/01/2005,0.43467822
06/01/2005,0.933942325
07/01/2005,0.98344973
08/01/2005,4.8136692
09/01/2005,1.32011305
10/01/2005,1.3431371
11/01/2005,0.863573935
12/01/2005,0.6349009
01/01/2006,0.5567869
02/01/2006,0.566406985
03/01/2006,0.5077786449999999
04/01/2006,0.445998535
05/01/2006,0.8061742000000001
06/01/2006,1.6511784
07/01/2006,1.1336854500000002
08/01/2006,3.946293
09/01/2006,1.42857675
10/01/2006,1.1353274
11/01/2006,1.39968265
12/01/2006,0.66620505
01/01/2007,0.6900174
02/01/2007,0.843254575
03/01/2007,0.64540315
04/01/2007,0.43796978
05/01/2007,0.84974135
06/01/2007,1.25144575
07/01/2007,3.02122555
08/01/2007,2.2328424499999997
09/01/2007,1.43956425
10/01/2007,3.9371924
11/01/2007,0.8017837999999999
12/01/2007,0.566957675
02/01/2008,0.44150096
03/01/2008,0.416954145
04/01/2008,0.424950195
05/01/2008,0.48867439
06/01/2008,1.6950941
07/01/2008,2.85018085
08/01/2008,2.3636855
09/01/2008,0.78911647
10/01/2008,0.907587125
11/01/2008,2.86479755
12/01/2008,0.564570185
01/01/2009,0.5383006
02/01/2009,0.30830412500000004
03/01/2009,0.39999109499999996
04/01/2009,0.5199506700000001
05/01/2009,0.68593577
06/01/2009,12.4875115
07/01/2009,2.360155
08/01/2009,3.39920255
09/01/2009,3.6327081000000003
10/01/2009,0.6370002699999999
11/01/2009,0.65568285
12/01/2009,0.476397465
01/01/2010,0.483301475
03/01/2010,0.35747583
04/01/2010,0.27809731000000004
05/01/2010,0.58724764
06/01/2010,1.1173617
07/01/2010,1.2866397
08/01/2010,1.514544
09/01/2010,0.8664579
10/01/2010,0.58499988
11/01/2010,0.60779423
12/01/2010,0.782975735
01/01/2011,2.9322106999999997
02/01/2011,0.6223071499999999
03/01/2011,0.49613858
04/01/2011,0.38441533
05/01/2011,0.49426974999999995
06/01/2011,0.5581412699999999
07/01/2011,1.3763396
08/01/2011,2.6828089
09/01/2011,1.76100785
10/01/2011,0.7815128250000001
11/01/2011,0.50339128
12/01/2011,0.6103281
01/01/2012,0.450004825
02/01/2012,0.502878765
03/01/2012,0.32552627
04/01/2012,0.413037195
05/01/2012,0.5226460500000001
06/01/2012,1.41597935
07/01/2012,1.2055616
08/01/2012,5.38178185
09/01/2012,1.0914313999999998
10/01/2012,0.682755565
11/01/2012,0.5669201
12/01/2012,0.365235135
01/01/2013,0.27741404
02/01/2013,0.305677815
03/01/2013,0.361707015
04/01/2013,0.328565515
05/01/2013,0.48574047
06/01/2013,1.1051034
07/01/2013,0.9587787999999999
08/01/2013,2.154884
09/01/2013,1.0372233
10/01/2013,1.0558644
11/01/2013,0.5127632
12/01/2013,0.49387504000000004
01/01/2014,0.44986955
02/01/2014,0.360239595
03/01/2014,0.408247165
04/01/2014,0.73843199
05/01/2014,5.5795172
06/01/2014,6.25320555
07/01/2014,1.22855755
08/01/2014,1.3092461
09/01/2014,0.696537
10/01/2014,0.458709715
11/01/2014,0.316142795
12/01/2014,0.339160865
01/01/2015,0.435587835
02/01/2015,0.31370509999999996
03/01/2015,0.33326042499999997
04/01/2015,0.37714471000000005
05/01/2015,0.44992381000000004
06/01/2015,1.21285855
07/01/2015,1.64452075
08/01/2015,2.88568245
10/01/2015,0.8723592
11/01/2015,0.50833452
12/01/2015,0.35127407
01/01/2016,0.698505615
02/01/2016,0.380332455
03/01/2016,0.27894907999999996
04/01/2016,0.41291372000000004
05/01/2016,0.6674317000000001
06/01/2016,1.3529830999999999
07/01/2016,2.381834
08/01/2016,2.4991051
09/01/2016,0.83790507
10/01/2016,1.47067465
11/01/2016,2.0407234499999998
12/01/2016,0.60282943
01/01/2017,0.504394485
02/01/2017,0.34331583
03/01/2017,0.39696379000000004
04/01/2017,0.473842135
05/01/2017,1.73040905
06/01/2017,1.7987532499999999
07/01/2017,3.86685135
08/01/2017,2.9415034
09/01/2017,0.597417335
10/01/2017,0.6488913199999999
11/01/2017,0.7055723
12/01/2017,0.426598045
01/01/2018,0.46754438
02/01/2018,0.34581609
03/01/2018,0.42638532500000004
04/01/2018,0.290789425
05/01/2018,0.329045685
06/01/2018,1.13422215
07/01/2018,1.0922076
08/01/2018,2.70717595
09/01/2018,0.6560853799999999
10/01/2018,0.7931845500000001
11/01/2018,0.44769874499999995
12/01/2018,1.37578105
01/01/2019,0.571765095
02/01/2019,0.415994625
03/01/2019,0.58321245
04/01/2019,0.371082975
05/01/2019,0.44795092000000003
06/01/2019,1.03641885
07/01/2019,1.4843923
08/01/2019,3.14054445
10/01/2019,1.36012665
11/01/2019,1.045731
12/01/2019,1.0598022999999999
01/01/2020,0.7504715
02/01/2020,0.6708425849999999
03/01/2020,0.4249261
04/01/2020,0.38777231
05/01/2020,0.6609899699999999
06/01/2020,1.065334075
07/01/2020,1.5145807
08/01/2020,6.9826535
09/01/2020,1.42713265
10/01/2020,1.14006205
11/01/2020,0.9040058
12/01/2020,0.63868595
01/01/2021,0.56596589
02/01/2021,0.42116649500000003
03/01/2021,0.36278009
04/01/2021,0.48304518500000004
05/01/2021,0.71710013
06/01/2021,1.0571673
07/01/2021,2.0105667
08/01/2021,1.74305215
09/01/2021,0.91881492
10/01/2021,0.60955137
11/01/2021,1.2921246499999999
12/01/2021,0.550289225
01/01/2022,0.49395043
03/01/2022,0.31577246000000003
04/01/2022,0.41811773500000005
05/01/2022,1.1926747
06/01/2022,2.4880062499999998
07/01/2022,4.11588625
08/01/2022,1.9004225
09/01/2022,1.37106075
10/01/2022,0.9488783199999999
11/01/2022,0.5689425850000001
12/01/2022,0.45203541
01/01/2023,0.5466492000000001
02/01/2023,0.65903913
03/01/2023,0.45770051
04/01/2023,0.344001265
05/01/2023,0.341332065
06/01/2023,0.586787165
07/01/2023,1.72336525
08/01/2023,1.21205945
09/01/2023,0.897346025
10/01/2023,0.90602865
11/01/2023,0.728262175
12/01/2023,0.51218332
02/01/2024,0.38766147500000003
03/01/2024,0.28163116
04/01/2024,0.417894345
05/01/2024,0.57507993
06/01/2024,1.4706226500000001
07/01/2024,2.6519269
08/01/2024,1.3184084
